date,city,region_x,country,avg_temp_c,avg_humidity,condition_text,condition_icon,uv,sunrise,sunset,day_of_month,month_of_year,year,day_of_week,year_and_week,sunrise_time,sunset_time,daylight_int,day_condition,daylight_time,weekly_avg_uv,alpha-3,region_y
2024-04-16,Lisbon,Lisboa,Portugal,16.9,71.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,6.0,06:58 AM,08:15 PM,16.0,april    ,2024.0,tuesday  ,16.0,06:58:00,20:15:00,-13:17:00,2,2024-04-18 13:17:00,5.0,PRT,Europe
2023-04-27,Izmir,Izmir,Turkey,13.9,77.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,4.0,06:20 AM,07:59 PM,27.0,april    ,2023.0,thursday ,17.0,06:20:00,19:59:00,-13:39:00,0,2024-04-18 13:39:00,5.0,TUR,Asia
2023-04-28,Izmir,Izmir,Turkey,13.0,55.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,06:19 AM,08:00 PM,28.0,april    ,2023.0,friday   ,17.0,06:19:00,20:00:00,-13:41:00,2,2024-04-18 13:41:00,5.0,TUR,Asia
2023-04-29,Izmir,Izmir,Turkey,13.3,51.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,5.0,06:17 AM,08:01 PM,29.0,april    ,2023.0,saturday ,17.0,06:17:00,20:01:00,-13:44:00,2,2024-04-18 13:44:00,5.0,TUR,Asia
2023-04-30,Izmir,Izmir,Turkey,15.0,53.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,06:16 AM,08:02 PM,30.0,april    ,2023.0,sunday   ,17.0,06:16:00,20:02:00,-13:46:00,1,2024-04-18 13:46:00,5.0,TUR,Asia
2023-04-26,Berlin,Berlin,Germany,6.4,63.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,05:46 AM,08:24 PM,26.0,april    ,2023.0,wednesday,17.0,05:46:00,20:24:00,-14:38:00,0,2024-04-18 14:38:00,5.0,DEU,Europe
2023-04-25,Berlin,Berlin,Germany,7.8,65.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,05:48 AM,08:22 PM,25.0,april    ,2023.0,tuesday  ,17.0,05:48:00,20:22:00,-14:34:00,0,2024-04-18 14:34:00,5.0,DEU,Europe
2023-04-24,Berlin,Berlin,Germany,12.5,75.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,05:50 AM,08:20 PM,24.0,april    ,2023.0,monday   ,17.0,05:50:00,20:20:00,-14:30:00,0,2024-04-18 14:30:00,5.0,DEU,Europe
2023-04-23,Berlin,Berlin,Germany,12.7,79.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png,4.0,05:52 AM,08:18 PM,23.0,april    ,2023.0,sunday   ,16.0,05:52:00,20:18:00,-14:26:00,0,2024-04-18 14:26:00,5.0,DEU,Europe
2023-04-22,Berlin,Berlin,Germany,13.9,56.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,05:54 AM,08:17 PM,22.0,april    ,2023.0,saturday ,16.0,05:54:00,20:17:00,-14:23:00,1,2024-04-18 14:23:00,5.0,DEU,Europe
2023-04-21,Berlin,Berlin,Germany,13.2,62.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,5.0,05:57 AM,08:15 PM,21.0,april    ,2023.0,friday   ,16.0,05:57:00,20:15:00,-14:18:00,2,2024-04-18 14:18:00,5.0,DEU,Europe
2023-04-20,Berlin,Berlin,Germany,8.5,75.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png,3.0,05:59 AM,08:13 PM,20.0,april    ,2023.0,thursday ,16.0,05:59:00,20:13:00,-14:14:00,0,2024-04-18 14:14:00,5.0,DEU,Europe
2023-04-19,Berlin,Berlin,Germany,5.1,89.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,2.0,06:01 AM,08:11 PM,19.0,april    ,2023.0,wednesday,16.0,06:01:00,20:11:00,-14:10:00,0,2024-04-18 14:10:00,5.0,DEU,Europe
2023-04-18,Berlin,Berlin,Germany,7.6,87.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,06:03 AM,08:10 PM,18.0,april    ,2023.0,tuesday  ,16.0,06:03:00,20:10:00,-14:07:00,0,2024-04-18 14:07:00,5.0,DEU,Europe
2023-04-17,Berlin,Berlin,Germany,8.2,75.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,3.0,06:05 AM,08:08 PM,17.0,april    ,2023.0,monday   ,16.0,06:05:00,20:08:00,-14:03:00,2,2024-04-18 14:03:00,5.0,DEU,Europe
2024-04-14,Lisbon,Lisboa,Portugal,20.8,63.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.0,07:01 AM,08:13 PM,14.0,april    ,2024.0,sunday   ,15.0,07:01:00,20:13:00,-13:12:00,2,2024-04-18 13:12:00,5.0,PRT,Europe
2023-04-30,Berlin,Berlin,Germany,9.9,59.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,05:38 AM,08:30 PM,30.0,april    ,2023.0,sunday   ,17.0,05:38:00,20:30:00,-14:52:00,1,2024-04-18 14:52:00,5.0,DEU,Europe
2023-04-29,Berlin,Berlin,Germany,10.6,90.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,05:40 AM,08:29 PM,29.0,april    ,2023.0,saturday ,17.0,05:40:00,20:29:00,-14:49:00,0,2024-04-18 14:49:00,5.0,DEU,Europe
2023-04-28,Berlin,Berlin,Germany,8.9,76.0,Heavy rain at times,//cdn.weatherapi.com/weather/64x64/day/305.png,3.0,05:42 AM,08:27 PM,28.0,april    ,2023.0,friday   ,17.0,05:42:00,20:27:00,-14:45:00,3,2024-04-18 14:45:00,5.0,DEU,Europe
2023-04-27,Berlin,Berlin,Germany,7.5,61.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,05:44 AM,08:25 PM,27.0,april    ,2023.0,thursday ,17.0,05:44:00,20:25:00,-14:41:00,0,2024-04-18 14:41:00,5.0,DEU,Europe
2023-04-26,Izmir,Izmir,Turkey,16.6,70.0,Heavy rain at times,//cdn.weatherapi.com/weather/64x64/day/305.png,5.0,06:21 AM,07:58 PM,26.0,april    ,2023.0,wednesday,17.0,06:21:00,19:58:00,-13:37:00,3,2024-04-18 13:37:00,5.0,TUR,Asia
2023-04-25,Izmir,Izmir,Turkey,17.0,58.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,06:22 AM,07:57 PM,25.0,april    ,2023.0,tuesday  ,17.0,06:22:00,19:57:00,-13:35:00,2,2024-04-18 13:35:00,5.0,TUR,Asia
2023-04-24,Izmir,Izmir,Turkey,16.4,56.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,06:24 AM,07:56 PM,24.0,april    ,2023.0,monday   ,17.0,06:24:00,19:56:00,-13:32:00,1,2024-04-18 13:32:00,5.0,TUR,Asia
2023-04-23,Izmir,Izmir,Turkey,16.7,63.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,5.0,06:25 AM,07:55 PM,23.0,april    ,2023.0,sunday   ,16.0,06:25:00,19:55:00,-13:30:00,2,2024-04-18 13:30:00,5.0,TUR,Asia
2024-04-03,Berlin,Berlin,Germany,7.4,67.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,06:35 AM,07:45 PM,3.0,april    ,2024.0,wednesday,14.0,06:35:00,19:45:00,-13:10:00,0,2024-04-18 13:10:00,5.0,DEU,Europe
2024-04-04,Berlin,Berlin,Germany,10.6,85.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.0,06:33 AM,07:47 PM,4.0,april    ,2024.0,thursday ,14.0,06:33:00,19:47:00,-13:14:00,0,2024-04-18 13:14:00,5.0,DEU,Europe
2024-04-05,Berlin,Berlin,Germany,13.2,77.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,06:30 AM,07:49 PM,5.0,april    ,2024.0,friday   ,14.0,06:30:00,19:49:00,-13:19:00,0,2024-04-18 13:19:00,5.0,DEU,Europe
2024-04-06,Berlin,Berlin,Germany,16.2,70.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,06:28 AM,07:50 PM,6.0,april    ,2024.0,saturday ,14.0,06:28:00,19:50:00,-13:22:00,2,2024-04-18 13:22:00,5.0,DEU,Europe
2024-04-07,Berlin,Berlin,Germany,18.3,63.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,06:26 AM,07:52 PM,7.0,april    ,2024.0,sunday   ,14.0,06:26:00,19:52:00,-13:26:00,2,2024-04-18 13:26:00,5.0,DEU,Europe
2024-04-08,Berlin,Berlin,Germany,20.5,63.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,6.0,06:23 AM,07:54 PM,8.0,april    ,2024.0,monday   ,15.0,06:23:00,19:54:00,-13:31:00,2,2024-04-18 13:31:00,5.0,DEU,Europe
2024-04-09,Berlin,Berlin,Germany,17.8,63.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,6.0,06:21 AM,07:56 PM,9.0,april    ,2024.0,tuesday  ,15.0,06:21:00,19:56:00,-13:35:00,0,2024-04-18 13:35:00,5.0,DEU,Europe
2024-04-10,Berlin,Berlin,Germany,11.2,61.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,06:19 AM,07:57 PM,10.0,april    ,2024.0,wednesday,15.0,06:19:00,19:57:00,-13:38:00,0,2024-04-18 13:38:00,5.0,DEU,Europe
2024-04-11,Berlin,Berlin,Germany,12.7,60.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,06:17 AM,07:59 PM,11.0,april    ,2024.0,thursday ,15.0,06:17:00,19:59:00,-13:42:00,2,2024-04-18 13:42:00,5.0,DEU,Europe
2024-04-02,Berlin,Berlin,Germany,10.0,69.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,06:37 AM,07:43 PM,2.0,april    ,2024.0,tuesday  ,14.0,06:37:00,19:43:00,-13:06:00,0,2024-04-18 13:06:00,5.0,DEU,Europe
2024-04-12,Berlin,Berlin,Germany,14.6,75.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,06:14 AM,08:01 PM,12.0,april    ,2024.0,friday   ,15.0,06:14:00,20:01:00,-13:47:00,0,2024-04-18 13:47:00,5.0,DEU,Europe
2024-04-14,Berlin,Berlin,Germany,13.9,58.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,4.0,06:10 AM,08:04 PM,14.0,april    ,2024.0,sunday   ,15.0,06:10:00,20:04:00,-13:54:00,0,2024-04-18 13:54:00,5.0,DEU,Europe
2024-04-15,Berlin,Berlin,Germany,8.9,70.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.0,06:08 AM,08:06 PM,15.0,april    ,2024.0,monday   ,16.0,06:08:00,20:06:00,-13:58:00,0,2024-04-18 13:58:00,5.0,DEU,Europe
2024-04-16,Berlin,Berlin,Germany,5.7,79.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,2.0,06:06 AM,08:08 PM,16.0,april    ,2024.0,tuesday  ,16.0,06:06:00,20:08:00,-14:02:00,0,2024-04-18 14:02:00,5.0,DEU,Europe
2023-04-17,Izmir,Izmir,Turkey,16.7,65.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,06:33 AM,07:50 PM,17.0,april    ,2023.0,monday   ,16.0,06:33:00,19:50:00,-13:17:00,0,2024-04-18 13:17:00,5.0,TUR,Asia
2023-04-18,Izmir,Izmir,Turkey,16.7,60.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,06:32 AM,07:51 PM,18.0,april    ,2023.0,tuesday  ,16.0,06:32:00,19:51:00,-13:19:00,0,2024-04-18 13:19:00,5.0,TUR,Asia
2023-04-19,Izmir,Izmir,Turkey,15.1,72.0,Heavy rain at times,//cdn.weatherapi.com/weather/64x64/day/305.png,4.0,06:30 AM,07:51 PM,19.0,april    ,2023.0,wednesday,16.0,06:30:00,19:51:00,-13:21:00,3,2024-04-18 13:21:00,5.0,TUR,Asia
2023-04-20,Izmir,Izmir,Turkey,15.2,72.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,06:29 AM,07:52 PM,20.0,april    ,2023.0,thursday ,16.0,06:29:00,19:52:00,-13:23:00,0,2024-04-18 13:23:00,5.0,TUR,Asia
2023-04-21,Izmir,Izmir,Turkey,16.1,65.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,06:28 AM,07:53 PM,21.0,april    ,2023.0,friday   ,16.0,06:28:00,19:53:00,-13:25:00,1,2024-04-18 13:25:00,5.0,TUR,Asia
2023-04-22,Izmir,Izmir,Turkey,16.7,63.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,06:26 AM,07:54 PM,22.0,april    ,2023.0,saturday ,16.0,06:26:00,19:54:00,-13:28:00,2,2024-04-18 13:28:00,5.0,TUR,Asia
2024-04-13,Berlin,Berlin,Germany,16.4,70.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,06:12 AM,08:02 PM,13.0,april    ,2024.0,saturday ,15.0,06:12:00,20:02:00,-13:50:00,2,2024-04-18 13:50:00,5.0,DEU,Europe
2024-04-15,Lisbon,Lisboa,Portugal,19.1,58.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,07:00 AM,08:14 PM,15.0,april    ,2024.0,monday   ,16.0,07:00:00,20:14:00,-13:14:00,1,2024-04-18 13:14:00,5.0,PRT,Europe
2024-04-01,Berlin,Berlin,Germany,13.5,72.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,06:40 AM,07:42 PM,1.0,april    ,2024.0,monday   ,14.0,06:40:00,19:42:00,-13:02:00,0,2024-04-18 13:02:00,5.0,DEU,Europe
2024-04-06,Izmir,Izmir,Turkey,16.9,48.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,06:48 AM,07:40 PM,6.0,april    ,2024.0,saturday ,14.0,06:48:00,19:40:00,-12:52:00,1,2024-04-18 12:52:00,5.0,TUR,Asia
2023-04-21,Lisbon,Lisboa,Portugal,14.5,79.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,4.0,06:52 AM,08:19 PM,21.0,april    ,2023.0,friday   ,16.0,06:52:00,20:19:00,-13:27:00,0,2024-04-18 13:27:00,5.0,PRT,Europe
2024-04-13,Izmir,Izmir,Turkey,18.8,56.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:38 AM,07:47 PM,13.0,april    ,2024.0,saturday ,15.0,06:38:00,19:47:00,-13:09:00,1,2024-04-18 13:09:00,5.0,TUR,Asia
2023-04-19,Lisbon,Lisboa,Portugal,18.3,63.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,06:55 AM,08:17 PM,19.0,april    ,2023.0,wednesday,16.0,06:55:00,20:17:00,-13:22:00,2,2024-04-18 13:22:00,5.0,PRT,Europe
2023-04-18,Lisbon,Lisboa,Portugal,20.0,46.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.0,06:57 AM,08:16 PM,18.0,april    ,2023.0,tuesday  ,16.0,06:57:00,20:16:00,-13:19:00,2,2024-04-18 13:19:00,5.0,PRT,Europe
2023-04-17,Lisbon,Lisboa,Portugal,21.6,45.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:58 AM,08:15 PM,17.0,april    ,2023.0,monday   ,16.0,06:58:00,20:15:00,-13:17:00,1,2024-04-18 13:17:00,5.0,PRT,Europe
2024-04-16,Izmir,Izmir,Turkey,20.0,43.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.0,06:34 AM,07:49 PM,16.0,april    ,2024.0,tuesday  ,16.0,06:34:00,19:49:00,-13:15:00,2,2024-04-18 13:15:00,5.0,TUR,Asia
2024-04-07,Izmir,Izmir,Turkey,14.6,59.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,4.0,06:47 AM,07:41 PM,7.0,april    ,2024.0,sunday   ,14.0,06:47:00,19:41:00,-12:54:00,0,2024-04-18 12:54:00,5.0,TUR,Asia
2024-04-08,Izmir,Izmir,Turkey,14.1,56.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,6.0,06:45 AM,07:42 PM,8.0,april    ,2024.0,monday   ,15.0,06:45:00,19:42:00,-12:57:00,2,2024-04-18 12:57:00,5.0,TUR,Asia
2023-04-22,Lisbon,Lisboa,Portugal,16.0,67.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,06:51 AM,08:20 PM,22.0,april    ,2023.0,saturday ,16.0,06:51:00,20:20:00,-13:29:00,0,2024-04-18 13:29:00,5.0,PRT,Europe
2024-04-09,Izmir,Izmir,Turkey,15.7,59.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,06:44 AM,07:43 PM,9.0,april    ,2024.0,tuesday  ,15.0,06:44:00,19:43:00,-12:59:00,1,2024-04-18 12:59:00,5.0,TUR,Asia
2024-04-11,Izmir,Izmir,Turkey,17.6,57.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:41 AM,07:45 PM,11.0,april    ,2024.0,thursday ,15.0,06:41:00,19:45:00,-13:04:00,1,2024-04-18 13:04:00,5.0,TUR,Asia
2024-04-01,Izmir,Izmir,Turkey,19.0,42.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:56 AM,07:35 PM,1.0,april    ,2024.0,monday   ,14.0,06:56:00,19:35:00,-12:39:00,1,2024-04-18 12:39:00,5.0,TUR,Asia
2024-04-02,Izmir,Izmir,Turkey,20.0,37.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:54 AM,07:36 PM,2.0,april    ,2024.0,tuesday  ,14.0,06:54:00,19:36:00,-12:42:00,1,2024-04-18 12:42:00,5.0,TUR,Asia
2024-04-03,Izmir,Izmir,Turkey,18.9,53.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,06:53 AM,07:37 PM,3.0,april    ,2024.0,wednesday,14.0,06:53:00,19:37:00,-12:44:00,2,2024-04-18 12:44:00,5.0,TUR,Asia
2024-04-04,Izmir,Izmir,Turkey,17.2,53.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,6.0,06:51 AM,07:38 PM,4.0,april    ,2024.0,thursday ,14.0,06:51:00,19:38:00,-12:47:00,2,2024-04-18 12:47:00,5.0,TUR,Asia
2024-04-15,Izmir,Izmir,Turkey,19.4,45.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:35 AM,07:48 PM,15.0,april    ,2024.0,monday   ,16.0,06:35:00,19:48:00,-13:13:00,1,2024-04-18 13:13:00,5.0,TUR,Asia
2024-04-05,Izmir,Izmir,Turkey,16.9,48.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,06:50 AM,07:39 PM,5.0,april    ,2024.0,friday   ,14.0,06:50:00,19:39:00,-12:49:00,1,2024-04-18 12:49:00,5.0,TUR,Asia
2024-04-14,Izmir,Izmir,Turkey,18.0,47.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.0,06:36 AM,07:48 PM,14.0,april    ,2024.0,sunday   ,15.0,06:36:00,19:48:00,-13:12:00,2,2024-04-18 13:12:00,5.0,TUR,Asia
2024-04-10,Izmir,Izmir,Turkey,16.4,58.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,06:42 AM,07:44 PM,10.0,april    ,2024.0,wednesday,15.0,06:42:00,19:44:00,-13:02:00,1,2024-04-18 13:02:00,5.0,TUR,Asia
2023-04-23,Lisbon,Lisboa,Portugal,17.0,68.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,06:50 AM,08:21 PM,23.0,april    ,2023.0,sunday   ,16.0,06:50:00,20:21:00,-13:31:00,1,2024-04-18 13:31:00,5.0,PRT,Europe
2023-04-20,Lisbon,Lisboa,Portugal,16.5,69.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,06:54 AM,08:18 PM,20.0,april    ,2023.0,thursday ,16.0,06:54:00,20:18:00,-13:24:00,1,2024-04-18 13:24:00,5.0,PRT,Europe
2023-04-25,Lisbon,Lisboa,Portugal,18.8,64.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:47 AM,08:22 PM,25.0,april    ,2023.0,tuesday  ,17.0,06:47:00,20:22:00,-13:35:00,1,2024-04-18 13:35:00,5.0,PRT,Europe
2024-04-13,Lisbon,Lisboa,Portugal,20.6,60.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.0,07:03 AM,08:12 PM,13.0,april    ,2024.0,saturday ,15.0,07:03:00,20:12:00,-13:09:00,2,2024-04-18 13:09:00,5.0,PRT,Europe
2024-04-12,Lisbon,Lisboa,Portugal,20.1,69.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,6.0,07:04 AM,08:11 PM,12.0,april    ,2024.0,friday   ,15.0,07:04:00,20:11:00,-13:07:00,2,2024-04-18 13:07:00,5.0,PRT,Europe
2024-04-11,Lisbon,Lisboa,Portugal,19.5,59.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:06 AM,08:10 PM,11.0,april    ,2024.0,thursday ,15.0,07:06:00,20:10:00,-13:04:00,1,2024-04-18 13:04:00,5.0,PRT,Europe
2024-04-10,Lisbon,Lisboa,Portugal,15.3,60.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,07:07 AM,08:09 PM,10.0,april    ,2024.0,wednesday,15.0,07:07:00,20:09:00,-13:02:00,2,2024-04-18 13:02:00,5.0,PRT,Europe
2024-04-09,Lisbon,Lisboa,Portugal,12.8,58.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,07:09 AM,08:08 PM,9.0,april    ,2024.0,tuesday  ,15.0,07:09:00,20:08:00,-12:59:00,1,2024-04-18 12:59:00,5.0,PRT,Europe
2024-04-08,Lisbon,Lisboa,Portugal,14.3,72.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,07:10 AM,08:07 PM,8.0,april    ,2024.0,monday   ,15.0,07:10:00,20:07:00,-12:57:00,0,2024-04-18 12:57:00,5.0,PRT,Europe
2024-04-07,Lisbon,Lisboa,Portugal,14.9,76.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,07:12 AM,08:06 PM,7.0,april    ,2024.0,sunday   ,14.0,07:12:00,20:06:00,-12:54:00,2,2024-04-18 12:54:00,5.0,PRT,Europe
2024-04-06,Lisbon,Lisboa,Portugal,15.8,73.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,07:13 AM,08:05 PM,6.0,april    ,2024.0,saturday ,14.0,07:13:00,20:05:00,-12:52:00,2,2024-04-18 12:52:00,5.0,PRT,Europe
2023-04-24,Lisbon,Lisboa,Portugal,18.4,72.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,06:48 AM,08:21 PM,24.0,april    ,2023.0,monday   ,17.0,06:48:00,20:21:00,-13:33:00,1,2024-04-18 13:33:00,5.0,PRT,Europe
2024-04-05,Lisbon,Lisboa,Portugal,16.7,67.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,07:15 AM,08:04 PM,5.0,april    ,2024.0,friday   ,14.0,07:15:00,20:04:00,-12:49:00,2,2024-04-18 12:49:00,5.0,PRT,Europe
2024-04-12,Izmir,Izmir,Turkey,18.4,59.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:39 AM,07:46 PM,12.0,april    ,2024.0,friday   ,15.0,06:39:00,19:46:00,-13:07:00,1,2024-04-18 13:07:00,5.0,TUR,Asia
2024-04-03,Lisbon,Lisboa,Portugal,15.0,81.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,4.0,07:18 AM,08:02 PM,3.0,april    ,2024.0,wednesday,14.0,07:18:00,20:02:00,-12:44:00,2,2024-04-18 12:44:00,5.0,PRT,Europe
2024-04-02,Lisbon,Lisboa,Portugal,13.8,87.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,07:19 AM,08:01 PM,2.0,april    ,2024.0,tuesday  ,14.0,07:19:00,20:01:00,-12:42:00,0,2024-04-18 12:42:00,5.0,PRT,Europe
2024-04-01,Lisbon,Lisboa,Portugal,13.2,69.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,07:21 AM,08:00 PM,1.0,april    ,2024.0,monday   ,14.0,07:21:00,20:00:00,-12:39:00,0,2024-04-18 12:39:00,5.0,PRT,Europe
2023-04-30,Lisbon,Lisboa,Portugal,19.1,68.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,6.0,06:41 AM,08:27 PM,30.0,april    ,2023.0,sunday   ,17.0,06:41:00,20:27:00,-13:46:00,2,2024-04-18 13:46:00,5.0,PRT,Europe
2023-04-29,Lisbon,Lisboa,Portugal,18.8,74.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,06:42 AM,08:26 PM,29.0,april    ,2023.0,saturday ,17.0,06:42:00,20:26:00,-13:44:00,2,2024-04-18 13:44:00,5.0,PRT,Europe
2023-04-28,Lisbon,Lisboa,Portugal,20.5,53.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.0,06:43 AM,08:25 PM,28.0,april    ,2023.0,friday   ,17.0,06:43:00,20:25:00,-13:42:00,2,2024-04-18 13:42:00,5.0,PRT,Europe
2023-04-27,Lisbon,Lisboa,Portugal,21.7,50.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,06:44 AM,08:24 PM,27.0,april    ,2023.0,thursday ,17.0,06:44:00,20:24:00,-13:40:00,2,2024-04-18 13:40:00,5.0,PRT,Europe
2023-04-26,Lisbon,Lisboa,Portugal,20.2,60.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:46 AM,08:23 PM,26.0,april    ,2023.0,wednesday,17.0,06:46:00,20:23:00,-13:37:00,1,2024-04-18 13:37:00,5.0,PRT,Europe
2024-04-04,Lisbon,Lisboa,Portugal,14.7,69.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,07:16 AM,08:03 PM,4.0,april    ,2024.0,thursday ,14.0,07:16:00,20:03:00,-12:47:00,2,2024-04-18 12:47:00,5.0,PRT,Europe
2023-08-27,Izmir,Izmir,Turkey,27.8,49.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,7.0,06:36 AM,07:50 PM,27.0,august   ,2023.0,sunday   ,34.0,06:36:00,19:50:00,-13:14:00,0,2024-04-18 13:14:00,5.0,TUR,Asia
2023-08-29,Izmir,Izmir,Turkey,26.6,41.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,06:38 AM,07:47 PM,29.0,august   ,2023.0,tuesday  ,35.0,06:38:00,19:47:00,-13:09:00,1,2024-04-18 13:09:00,5.0,TUR,Asia
